sample_id,cwe,lines,chars,max_nesting,functions,ast_time,ast_success,ast_error,ast_timeout,cfg_time,cfg_success,cfg_error,cfg_timeout,pdg_time,pdg_success,pdg_error,pdg_timeout,memory_delta,peak_memory,total_time,success_rate
unknown,CWE-119,120,3694,0,0,0.0018711090087890625,True,,False,0.0006802082061767578,True,,False,0.0049207210540771484,True,,False,0.0,247.015625,0.007472038269042969,1.0
unknown,CWE-119,26,657,0,0,0.00038814544677734375,True,,False,0.000141143798828125,True,,False,0.0001342296600341797,True,,False,0.0,247.015625,0.0006635189056396484,1.0
unknown,CWE-119,13,368,0,0,0.00019407272338867188,True,,False,8.392333984375e-05,True,,False,8.296966552734375e-05,True,,False,0.0,247.015625,0.0003609657287597656,1.0
unknown,CWE-119,35,1099,0,0,0.0004191398620605469,True,,False,0.00023603439331054688,True,,False,0.00048613548278808594,True,,False,0.0,247.015625,0.0011413097381591797,1.0
unknown,CWE-119,34,694,0,0,0.00043082237243652344,True,,False,0.0002410411834716797,True,,False,0.0008270740509033203,True,,False,0.0,247.015625,0.0014989376068115234,1.0
unknown,CWE-119,124,3383,0,0,0.0011479854583740234,True,,False,0.00042510032653808594,True,,False,0.00244903564453125,True,,False,0.0,247.015625,0.004022121429443359,1.0
unknown,CWE-119,51,1184,0,0,0.0005459785461425781,True,,False,0.0002460479736328125,True,,False,0.00080108642578125,True,,False,0.0,247.015625,0.0015931129455566406,1.0
unknown,CWE-119,245,8007,0,0,0.0030868053436279297,True,,False,0.0013179779052734375,True,,False,0.006751060485839844,True,,False,0.0,247.015625,0.011155843734741211,1.0
unknown,CWE-119,136,3564,0,0,0.0011179447174072266,True,,False,0.0004527568817138672,True,,False,0.0018639564514160156,True,,False,0.0,247.015625,0.0034346580505371094,1.0
unknown,CWE-119,54,1494,0,0,0.0006852149963378906,True,,False,0.0002980232238769531,True,,False,0.0008342266082763672,True,,False,0.0,247.015625,0.001817464828491211,1.0
unknown,CWE-119,76,2111,0,0,0.0014922618865966797,True,,False,0.00043511390686035156,True,,False,0.0015342235565185547,True,,False,0.0,247.015625,0.003461599349975586,1.0
unknown,CWE-119,55,1458,0,0,0.0007162094116210938,True,,False,0.0003609657287597656,True,,False,0.0008447170257568359,True,,False,0.0,247.015625,0.0019218921661376953,1.0
unknown,CWE-119,28,863,0,0,0.0003609657287597656,True,,False,0.00031113624572753906,True,,False,0.00046896934509277344,True,,False,0.0,247.015625,0.0011410713195800781,1.0
unknown,CWE-119,16,402,0,0,0.0002110004425048828,True,,False,0.0001361370086669922,True,,False,0.00026702880859375,True,,False,0.0,247.015625,0.000614166259765625,1.0
unknown,CWE-119,12,352,0,0,0.0002009868621826172,True,,False,0.00011992454528808594,True,,False,0.0002300739288330078,True,,False,0.0,247.015625,0.0005509853363037109,1.0
unknown,CWE-119,64,1981,0,0,0.0007159709930419922,True,,False,0.0002701282501220703,True,,False,0.0006878376007080078,True,,False,0.0,247.015625,0.0016739368438720703,1.0
unknown,CWE-119,19,659,0,0,0.00030994415283203125,True,,False,0.00014400482177734375,True,,False,0.00044727325439453125,True,,False,0.0,247.015625,0.0009012222290039062,1.0
unknown,CWE-119,151,3909,0,0,0.001544952392578125,True,,False,0.0005259513854980469,True,,False,0.004128932952880859,True,,False,0.0,247.015625,0.006199836730957031,1.0
unknown,CWE-119,133,4077,0,0,0.0014801025390625,True,,False,0.0005319118499755859,True,,False,0.003926992416381836,True,,False,0.0,247.015625,0.005939006805419922,1.0
unknown,CWE-119,76,1551,0,0,0.0007421970367431641,True,,False,0.00031065940856933594,True,,False,0.0015492439270019531,True,,False,0.0,247.015625,0.002602100372314453,1.0
unknown,CWE-119,29,778,0,0,0.0003230571746826172,True,,False,0.00017404556274414062,True,,False,0.0004191398620605469,True,,False,0.0,247.015625,0.0009162425994873047,1.0
unknown,CWE-119,9,268,0,0,0.00016379356384277344,True,,False,7.82012939453125e-05,True,,False,7.295608520507812e-05,True,,False,0.0,247.015625,0.00031495094299316406,1.0
unknown,CWE-119,95,2749,0,0,0.0009660720825195312,True,,False,0.00032806396484375,True,,False,0.0003249645233154297,True,,False,0.0,247.015625,0.001619100570678711,1.0
unknown,CWE-119,11,346,0,0,0.0001957416534423828,True,,False,8.0108642578125e-05,True,,False,7.915496826171875e-05,True,,False,0.0,247.015625,0.00035500526428222656,1.0
unknown,CWE-119,61,1894,0,0,0.0005681514739990234,True,,False,0.00020503997802734375,True,,False,0.0002040863037109375,True,,False,0.0,247.015625,0.0009772777557373047,1.0
unknown,CWE-119,12,378,0,0,0.00021076202392578125,True,,False,8.392333984375e-05,True,,False,8.511543273925781e-05,True,,False,0.0,247.015625,0.00037980079650878906,1.0
unknown,CWE-119,4,158,0,0,0.0001010894775390625,True,,False,8.106231689453125e-05,True,,False,9.083747863769531e-05,True,,False,0.0,247.015625,0.00027298927307128906,1.0
unknown,CWE-119,74,1662,0,0,0.0009281635284423828,True,,False,0.0003592967987060547,True,,False,0.0011439323425292969,True,,False,0.015625,247.03125,0.0024313926696777344,1.0
unknown,CWE-119,107,3109,0,0,0.0006630420684814453,True,,False,0.0003299713134765625,True,,False,0.001531839370727539,True,,False,0.0,247.03125,0.002524852752685547,1.0
unknown,CWE-119,52,1375,0,0,0.0004706382751464844,True,,False,0.00025200843811035156,True,,False,0.0006096363067626953,True,,False,0.0,247.03125,0.0013322830200195312,1.0
unknown,CWE-119,24,568,0,0,0.000308990478515625,True,,False,0.00016617774963378906,True,,False,0.0004899501800537109,True,,False,0.0,247.03125,0.000965118408203125,1.0
unknown,CWE-119,130,2804,0,0,0.0011289119720458984,True,,False,0.00043892860412597656,True,,False,0.0021321773529052734,True,,False,0.0,247.03125,0.0037000179290771484,1.0
unknown,CWE-119,4,144,0,0,9.202957153320312e-05,True,,False,8.416175842285156e-05,True,,False,8.7738037109375e-05,True,,False,0.0,247.03125,0.0002639293670654297,1.0
unknown,CWE-119,22,517,0,0,0.00030112266540527344,True,,False,0.00016689300537109375,True,,False,0.0003941059112548828,True,,False,0.0,247.03125,0.00086212158203125,1.0
unknown,CWE-119,52,1543,0,0,0.0008628368377685547,True,,False,0.00032901763916015625,True,,False,0.001071929931640625,True,,False,0.0,247.03125,0.002263784408569336,1.0
unknown,CWE-119,27,768,0,0,0.0005068778991699219,True,,False,0.0002110004425048828,True,,False,0.00049591064453125,True,,False,0.0,247.03125,0.0012137889862060547,1.0
unknown,CWE-119,45,801,0,0,0.0003991127014160156,True,,False,0.0002288818359375,True,,False,0.0006651878356933594,True,,False,0.0,247.03125,0.001293182373046875,1.0
unknown,CWE-119,130,3260,0,0,0.0012750625610351562,True,,False,0.0006210803985595703,True,,False,0.0025229454040527344,True,,False,0.0,247.03125,0.004419088363647461,1.0
unknown,CWE-119,57,1565,0,0,0.0006871223449707031,True,,False,0.0002987384796142578,True,,False,0.0010700225830078125,True,,False,0.0,247.03125,0.0020558834075927734,1.0
unknown,CWE-119,49,1297,0,0,0.0006289482116699219,True,,False,0.0003199577331542969,True,,False,0.0008680820465087891,True,,False,0.0,247.03125,0.0018169879913330078,1.0
unknown,CWE-119,53,1361,0,0,0.0006268024444580078,True,,False,0.00024700164794921875,True,,False,0.0007309913635253906,True,,False,0.0,247.03125,0.0016047954559326172,1.0
unknown,CWE-119,19,552,0,0,0.00031113624572753906,True,,False,0.00019598007202148438,True,,False,0.0004448890686035156,True,,False,0.0,247.03125,0.0009520053863525391,1.0
unknown,CWE-119,59,1185,0,0,0.0007109642028808594,True,,False,0.00041103363037109375,True,,False,0.0009102821350097656,True,,False,0.0,247.03125,0.0020322799682617188,1.0
unknown,CWE-119,118,3065,0,0,0.0013408660888671875,True,,False,0.0004661083221435547,True,,False,0.001947164535522461,True,,False,0.0,247.03125,0.003754138946533203,1.0
unknown,CWE-119,16,350,0,0,0.00024318695068359375,True,,False,0.00015401840209960938,True,,False,0.0002639293670654297,True,,False,0.0,247.03125,0.0006611347198486328,1.0
unknown,CWE-119,7,139,0,0,8.606910705566406e-05,True,,False,8.20159912109375e-05,True,,False,9.012222290039062e-05,True,,False,0.0,247.03125,0.0002582073211669922,1.0
unknown,CWE-119,7,141,0,0,8.58306884765625e-05,True,,False,7.987022399902344e-05,True,,False,8.821487426757812e-05,True,,False,0.0,247.03125,0.00025391578674316406,1.0
unknown,CWE-119,7,128,0,0,7.486343383789062e-05,True,,False,7.605552673339844e-05,True,,False,7.486343383789062e-05,True,,False,0.0,247.03125,0.0002257823944091797,1.0
unknown,CWE-119,6,117,0,0,7.390975952148438e-05,True,,False,7.605552673339844e-05,True,,False,7.581710815429688e-05,True,,False,0.0,247.03125,0.0002257823944091797,1.0
unknown,CWE-119,19,391,0,0,0.0002460479736328125,True,,False,0.000125885009765625,True,,False,0.0005700588226318359,True,,False,0.0,247.03125,0.0009419918060302734,1.0
unknown,CWE-119,16,320,0,0,0.0002028942108154297,True,,False,0.00011110305786132812,True,,False,0.00028634071350097656,True,,False,0.0,247.03125,0.0006003379821777344,1.0
unknown,CWE-119,63,1460,0,0,0.0008950233459472656,True,,False,0.0003116130828857422,True,,False,0.0011391639709472656,True,,False,0.0,247.03125,0.0023458003997802734,1.0
unknown,CWE-119,106,3069,0,0,0.0014121532440185547,True,,False,0.0005481243133544922,True,,False,0.002254009246826172,True,,False,0.0,247.03125,0.004214286804199219,1.0
unknown,CWE-119,38,1054,0,0,0.00047087669372558594,True,,False,0.0002491474151611328,True,,False,0.0005021095275878906,True,,False,0.0,247.03125,0.0012221336364746094,1.0
unknown,CWE-119,173,5034,0,0,0.0020842552185058594,True,,False,0.0008687973022460938,True,,False,0.004076957702636719,True,,False,0.0,247.03125,0.007030010223388672,1.0
unknown,CWE-119,54,1395,0,0,0.0008020401000976562,True,,False,0.0003972053527832031,True,,False,0.0011258125305175781,True,,False,0.0,247.03125,0.0023250579833984375,1.0
unknown,CWE-119,12,361,0,0,0.00019025802612304688,True,,False,0.0001239776611328125,True,,False,0.00023889541625976562,True,,False,0.0,247.03125,0.000553131103515625,1.0
unknown,CWE-119,12,348,0,0,0.00018167495727539062,True,,False,0.00011539459228515625,True,,False,0.00023889541625976562,True,,False,0.0,247.03125,0.0005359649658203125,1.0
unknown,CWE-119,25,669,0,0,0.0003039836883544922,True,,False,0.00017881393432617188,True,,False,0.0003809928894042969,True,,False,0.0,247.03125,0.0008637905120849609,1.0
unknown,CWE-119,35,1086,0,0,0.0006580352783203125,True,,False,0.00024199485778808594,True,,False,0.0007762908935546875,True,,False,0.0,247.03125,0.001676321029663086,1.0
unknown,CWE-119,29,740,0,0,0.0002567768096923828,True,,False,0.00014519691467285156,True,,False,0.0006248950958251953,True,,False,0.0,247.03125,0.0010268688201904297,1.0
unknown,CWE-119,138,3144,0,0,0.0009191036224365234,True,,False,0.00040411949157714844,True,,False,0.0019898414611816406,True,,False,0.0,247.03125,0.0033130645751953125,1.0
unknown,CWE-119,7,159,0,0,0.00010585784912109375,True,,False,0.00010085105895996094,True,,False,0.00011897087097167969,True,,False,0.0,247.03125,0.0003256797790527344,1.0
unknown,CWE-119,8,250,0,0,0.0001380443572998047,True,,False,9.298324584960938e-05,True,,False,0.00015425682067871094,True,,False,0.0,247.03125,0.000385284423828125,1.0
unknown,CWE-119,26,556,0,0,0.0002181529998779297,True,,False,0.00015115737915039062,True,,False,0.0002932548522949219,True,,False,0.0,247.03125,0.0006625652313232422,1.0
unknown,CWE-119,39,899,0,0,0.0003788471221923828,True,,False,0.0003921985626220703,True,,False,0.0005640983581542969,True,,False,0.0,247.03125,0.00133514404296875,1.0
unknown,CWE-119,151,4318,0,0,0.0012478828430175781,True,,False,0.0005338191986083984,True,,False,0.0021228790283203125,True,,False,0.0,247.03125,0.003904581069946289,1.0
unknown,CWE-119,153,3554,0,0,0.0012061595916748047,True,,False,0.00045299530029296875,True,,False,0.0023119449615478516,True,,False,0.0,247.03125,0.003971099853515625,1.0
unknown,CWE-119,199,5841,0,0,0.0019199848175048828,True,,False,0.0008697509765625,True,,False,0.004088878631591797,True,,False,0.0,247.03125,0.00687861442565918,1.0
unknown,CWE-119,76,2136,0,0,0.0007109642028808594,True,,False,0.00033402442932128906,True,,False,0.0011701583862304688,True,,False,0.0,247.03125,0.002215147018432617,1.0
unknown,CWE-119,257,7814,0,0,0.0021741390228271484,True,,False,0.0008680820465087891,True,,False,0.04928898811340332,True,,False,0.140625,247.171875,0.05233120918273926,1.0
unknown,CWE-119,230,7172,0,0,0.002930879592895508,True,,False,0.0010769367218017578,True,,False,0.015433788299560547,True,,False,0.0,247.171875,0.019441604614257812,1.0
unknown,CWE-119,53,1519,0,0,0.0005679130554199219,True,,False,0.0002372264862060547,True,,False,0.00021028518676757812,True,,False,0.0,247.171875,0.0010154247283935547,1.0
unknown,CWE-119,104,2525,0,0,0.001199960708618164,True,,False,0.0005681514739990234,True,,False,0.002270936965942383,True,,False,0.0,247.171875,0.00403904914855957,1.0
unknown,CWE-119,128,3681,0,0,0.0016169548034667969,True,,False,0.0009491443634033203,True,,False,0.0031168460845947266,True,,False,0.140625,247.3125,0.005682945251464844,1.0
unknown,CWE-119,64,1402,0,0,0.000659942626953125,True,,False,0.00031113624572753906,True,,False,0.001241922378540039,True,,False,0.0,247.3125,0.002213001251220703,1.0
unknown,CWE-119,36,738,0,0,0.0003368854522705078,True,,False,0.000186920166015625,True,,False,0.0004820823669433594,True,,False,0.0,247.3125,0.0010058879852294922,1.0
unknown,CWE-119,25,759,0,0,0.00034999847412109375,True,,False,0.00015497207641601562,True,,False,0.0001461505889892578,True,,False,0.0,247.3125,0.0006511211395263672,1.0
unknown,CWE-119,91,1857,0,0,0.0010068416595458984,True,,False,0.0003871917724609375,True,,False,0.0024271011352539062,True,,False,0.140625,247.453125,0.003821134567260742,1.0
unknown,CWE-119,82,2075,0,0,0.0006082057952880859,True,,False,0.00028967857360839844,True,,False,0.0008549690246582031,True,,False,0.109375,247.5625,0.0017528533935546875,1.0
unknown,CWE-119,142,3112,0,0,0.0020821094512939453,True,,False,0.0005369186401367188,True,,False,0.002602100372314453,True,,False,0.0625,247.625,0.005221128463745117,1.0
unknown,CWE-119,129,3360,0,0,0.0012259483337402344,True,,False,0.0004849433898925781,True,,False,0.0021500587463378906,True,,False,0.0,247.625,0.003860950469970703,1.0
unknown,CWE-119,39,1011,0,0,0.0005393028259277344,True,,False,0.00023508071899414062,True,,False,0.0002181529998779297,True,,False,0.0,247.625,0.0009925365447998047,1.0
unknown,CWE-119,29,760,0,0,0.00033092498779296875,True,,False,0.0001621246337890625,True,,False,0.0005588531494140625,True,,False,0.0,247.625,0.0010519027709960938,1.0
unknown,CWE-119,49,1284,0,0,0.000743865966796875,True,,False,0.00041413307189941406,True,,False,0.001318216323852539,True,,False,0.0,247.625,0.002476215362548828,1.0
unknown,CWE-119,33,845,0,0,0.0004048347473144531,True,,False,0.0002486705780029297,True,,False,0.0005538463592529297,True,,False,0.0,247.625,0.0012073516845703125,1.0
unknown,CWE-119,4,84,0,0,7.915496826171875e-05,True,,False,7.891654968261719e-05,True,,False,7.390975952148438e-05,True,,False,0.0,247.625,0.0002319812774658203,1.0
unknown,CWE-119,8,229,0,0,0.00013494491577148438,True,,False,9.393692016601562e-05,True,,False,0.00012183189392089844,True,,False,0.0,247.625,0.00035071372985839844,1.0
unknown,CWE-119,8,229,0,0,0.00013303756713867188,True,,False,9.298324584960938e-05,True,,False,0.0001220703125,True,,False,0.0,247.625,0.00034809112548828125,1.0
unknown,CWE-119,62,1793,0,0,0.0009729862213134766,True,,False,0.0003552436828613281,True,,False,0.0010979175567626953,True,,False,0.0,247.65625,0.0024261474609375,1.0
unknown,CWE-119,27,650,0,0,0.0004029273986816406,True,,False,0.00015807151794433594,True,,False,0.00032901763916015625,True,,False,0.0,247.65625,0.0008900165557861328,1.0
unknown,CWE-119,44,1265,0,0,0.0005660057067871094,True,,False,0.0002551078796386719,True,,False,0.00023698806762695312,True,,False,0.0,247.65625,0.0010581016540527344,1.0
unknown,CWE-119,134,3852,0,0,0.0012009143829345703,True,,False,0.0004432201385498047,True,,False,0.001981973648071289,True,,False,0.0,247.65625,0.003626108169555664,1.0
unknown,CWE-119,37,745,0,0,0.00038886070251464844,True,,False,0.00020813941955566406,True,,False,0.0005457401275634766,True,,False,0.0,247.65625,0.001142740249633789,1.0
unknown,CWE-119,132,3282,0,0,0.0013709068298339844,True,,False,0.0005037784576416016,True,,False,0.0026412010192871094,True,,False,0.0,247.65625,0.004515886306762695,1.0
unknown,CWE-119,64,1757,0,0,0.0008790493011474609,True,,False,0.0004322528839111328,True,,False,0.001895904541015625,True,,False,0.0,247.65625,0.0032072067260742188,1.0
unknown,CWE-119,40,911,0,0,0.00039315223693847656,True,,False,0.0002276897430419922,True,,False,0.0005290508270263672,True,,False,0.0,247.65625,0.001149892807006836,1.0
unknown,CWE-119,445,12362,0,0,0.003912925720214844,True,,False,0.0016071796417236328,True,,False,0.011275768280029297,True,,False,0.0,247.65625,0.016795873641967773,1.0
unknown,CWE-119,24,674,0,0,0.0004131793975830078,True,,False,0.00023293495178222656,True,,False,0.00045990943908691406,True,,False,0.0,247.65625,0.0011060237884521484,1.0
unknown,CWE-119,132,3608,0,0,0.0012979507446289062,True,,False,0.0007598400115966797,True,,False,0.002099275588989258,True,,False,0.0,247.65625,0.004157066345214844,1.0
unknown,CWE-119,11,224,0,0,0.0001709461212158203,True,,False,8.702278137207031e-05,True,,False,0.00010204315185546875,True,,False,0.0,247.65625,0.0003600120544433594,1.0
unknown,CWE-119,6,140,0,0,0.0001327991485595703,True,,False,0.00015211105346679688,True,,False,0.0001380443572998047,True,,False,0.0,247.65625,0.0004229545593261719,1.0
unknown,CWE-119,13,258,0,0,0.0002148151397705078,True,,False,0.00011920928955078125,True,,False,0.00023293495178222656,True,,False,0.0,247.65625,0.0005669593811035156,1.0
unknown,CWE-119,230,6610,0,0,0.0026781558990478516,True,,False,0.0009570121765136719,True,,False,0.006734132766723633,True,,False,0.0625,247.71875,0.010369300842285156,1.0
unknown,CWE-119,82,2111,0,0,0.0008041858673095703,True,,False,0.00028395652770996094,True,,False,0.00026988983154296875,True,,False,0.0,247.71875,0.0013580322265625,1.0
unknown,CWE-119,73,1571,0,0,0.0007488727569580078,True,,False,0.0003571510314941406,True,,False,0.0012688636779785156,True,,False,0.0,247.71875,0.002374887466430664,1.0
unknown,CWE-119,75,1586,0,0,0.0005438327789306641,True,,False,0.0002849102020263672,True,,False,0.0007419586181640625,True,,False,0.0,247.71875,0.0015707015991210938,1.0
unknown,CWE-119,9,245,0,0,0.00016379356384277344,True,,False,0.00011110305786132812,True,,False,0.000202178955078125,True,,False,0.0,247.71875,0.00047707557678222656,1.0
unknown,CWE-119,30,766,0,0,0.0004878044128417969,True,,False,0.0001888275146484375,True,,False,0.0004260540008544922,True,,False,0.0,247.71875,0.0011026859283447266,1.0
unknown,CWE-119,182,5139,0,0,0.0018601417541503906,True,,False,0.000843048095703125,True,,False,0.003299236297607422,True,,False,0.0,247.71875,0.0060024261474609375,1.0
unknown,CWE-119,37,970,0,0,0.0003628730773925781,True,,False,0.00022077560424804688,True,,False,0.0005669593811035156,True,,False,0.0,247.71875,0.0011506080627441406,1.0
unknown,CWE-119,43,968,0,0,0.0004439353942871094,True,,False,0.0001621246337890625,True,,False,0.00015282630920410156,True,,False,0.0,247.71875,0.0007588863372802734,1.0
unknown,CWE-119,11,262,0,0,0.0001647472381591797,True,,False,0.00010609626770019531,True,,False,0.0001900196075439453,True,,False,0.0,247.71875,0.0004608631134033203,1.0
unknown,CWE-119,43,1023,0,0,0.00047087669372558594,True,,False,0.0002110004425048828,True,,False,0.0005900859832763672,True,,False,0.0,247.71875,0.001271963119506836,1.0
unknown,CWE-119,99,2120,0,0,0.0011057853698730469,True,,False,0.0004029273986816406,True,,False,0.001947164535522461,True,,False,0.0,247.71875,0.0034558773040771484,1.0
unknown,CWE-119,15,437,0,0,0.00027108192443847656,True,,False,0.00014591217041015625,True,,False,0.0002758502960205078,True,,False,0.0,247.71875,0.0006928443908691406,1.0
unknown,CWE-119,21,632,0,0,0.00036025047302246094,True,,False,0.0001747608184814453,True,,False,0.0004432201385498047,True,,False,0.0,247.71875,0.000978231430053711,1.0
unknown,CWE-119,149,3790,0,0,0.00189208984375,True,,False,0.000637054443359375,True,,False,0.004134178161621094,True,,False,0.0,247.71875,0.006663322448730469,1.0
unknown,CWE-119,101,3399,0,0,0.0011000633239746094,True,,False,0.0004439353942871094,True,,False,0.0023250579833984375,True,,False,0.0,247.71875,0.0038690567016601562,1.0
unknown,CWE-119,238,5325,0,0,0.0023539066314697266,True,,False,0.0009396076202392578,True,,False,0.005419015884399414,True,,False,0.0,247.71875,0.008712530136108398,1.0
unknown,CWE-119,87,2159,0,0,0.0008730888366699219,True,,False,0.0003688335418701172,True,,False,0.0014793872833251953,True,,False,0.0,247.71875,0.0027213096618652344,1.0
unknown,CWE-119,29,850,0,0,0.0004341602325439453,True,,False,0.0003020763397216797,True,,False,0.0005612373352050781,True,,False,0.0,247.71875,0.0012974739074707031,1.0
unknown,CWE-119,29,823,0,0,0.00036525726318359375,True,,False,0.00017571449279785156,True,,False,0.0004448890686035156,True,,False,0.0,247.71875,0.000985860824584961,1.0
unknown,CWE-119,22,698,0,0,0.0005390644073486328,True,,False,0.00018215179443359375,True,,False,0.0004329681396484375,True,,False,0.0,247.71875,0.001154184341430664,1.0
unknown,CWE-119,39,843,0,0,0.00041413307189941406,True,,False,0.00020194053649902344,True,,False,0.0005910396575927734,True,,False,0.0,247.71875,0.001207113265991211,1.0
unknown,CWE-119,100,2540,0,0,0.0011179447174072266,True,,False,0.00047278404235839844,True,,False,0.0020720958709716797,True,,False,0.015625,247.734375,0.0036628246307373047,1.0
unknown,CWE-119,62,1162,0,0,0.0006480216979980469,True,,False,0.00028324127197265625,True,,False,0.0010960102081298828,True,,False,0.0,247.734375,0.002027273178100586,1.0
unknown,CWE-119,166,3245,0,0,0.0013580322265625,True,,False,0.0005519390106201172,True,,False,0.0034749507904052734,True,,False,0.0,247.734375,0.005384922027587891,1.0
unknown,CWE-119,43,1210,0,0,0.00035572052001953125,True,,False,0.00018906593322753906,True,,False,0.0004749298095703125,True,,False,0.0,247.734375,0.0010197162628173828,1.0
unknown,CWE-119,57,1392,0,0,0.00045013427734375,True,,False,0.00024509429931640625,True,,False,0.001013040542602539,True,,False,0.0,247.734375,0.0017082691192626953,1.0
unknown,CWE-119,84,2214,0,0,0.0011210441589355469,True,,False,0.0005121231079101562,True,,False,0.001638174057006836,True,,False,0.0,247.734375,0.003271341323852539,1.0
unknown,CWE-119,355,10446,0,0,0.00431513786315918,True,,False,0.0015947818756103516,True,,False,0.014142990112304688,True,,False,0.375,248.109375,0.02005290985107422,1.0
unknown,CWE-119,93,2036,0,0,0.0011420249938964844,True,,False,0.000522613525390625,True,,False,0.0018100738525390625,True,,False,0.28125,248.390625,0.003474712371826172,1.0
unknown,CWE-119,44,1015,0,0,0.0004229545593261719,True,,False,0.0002319812774658203,True,,False,0.0005450248718261719,True,,False,0.0,248.390625,0.001199960708618164,1.0
unknown,CWE-119,84,2030,0,0,0.0006008148193359375,True,,False,0.00032401084899902344,True,,False,0.00096893310546875,True,,False,0.0,248.390625,0.001893758773803711,1.0
unknown,CWE-119,94,2582,0,0,0.001260995864868164,True,,False,0.0006022453308105469,True,,False,0.002977132797241211,True,,False,0.125,248.515625,0.004840373992919922,1.0
unknown,CWE-119,80,1908,0,0,0.000988006591796875,True,,False,0.0003581047058105469,True,,False,0.00041294097900390625,True,,False,0.0,248.515625,0.0017590522766113281,1.0
unknown,CWE-119,6,231,0,0,0.0001678466796875,True,,False,0.00011801719665527344,True,,False,0.00016927719116210938,True,,False,0.0,248.515625,0.0004551410675048828,1.0
unknown,CWE-119,70,1624,0,0,0.0009751319885253906,True,,False,0.00042819976806640625,True,,False,0.0015978813171386719,True,,False,0.0,248.515625,0.0030012130737304688,1.0
unknown,CWE-119,59,1459,0,0,0.0005142688751220703,True,,False,0.0002758502960205078,True,,False,0.0006959438323974609,True,,False,0.0,248.515625,0.001486063003540039,1.0
unknown,CWE-119,47,1055,0,0,0.0005409717559814453,True,,False,0.0002372264862060547,True,,False,0.0008988380432128906,True,,False,0.0,248.515625,0.0016770362854003906,1.0
unknown,CWE-119,47,1131,0,0,0.0005700588226318359,True,,False,0.0002541542053222656,True,,False,0.0009400844573974609,True,,False,0.0,248.515625,0.0017642974853515625,1.0
unknown,CWE-119,66,1565,0,0,0.0007288455963134766,True,,False,0.0003361701965332031,True,,False,0.0014147758483886719,True,,False,0.0,248.515625,0.0024797916412353516,1.0
unknown,CWE-119,10,334,0,0,0.00020503997802734375,True,,False,0.00014019012451171875,True,,False,0.00020313262939453125,True,,False,0.0,248.515625,0.0005483627319335938,1.0
unknown,CWE-119,46,1124,0,0,0.0006048679351806641,True,,False,0.0002770423889160156,True,,False,0.001085042953491211,True,,False,0.0,248.515625,0.0019669532775878906,1.0
unknown,CWE-119,26,556,0,0,0.0003070831298828125,True,,False,0.00012993812561035156,True,,False,0.0001270771026611328,True,,False,0.0,248.515625,0.0005640983581542969,1.0
unknown,CWE-119,62,1519,0,0,0.0007500648498535156,True,,False,0.00031280517578125,True,,False,0.0009179115295410156,True,,False,0.0,248.515625,0.0019807815551757812,1.0
unknown,CWE-119,31,643,0,0,0.0005609989166259766,True,,False,0.00023698806762695312,True,,False,0.0006289482116699219,True,,False,0.0,248.515625,0.0014269351959228516,1.0
unknown,CWE-119,47,1733,0,0,0.0007090568542480469,True,,False,0.00028014183044433594,True,,False,0.001260995864868164,True,,False,0.0,248.515625,0.002250194549560547,1.0
